YEAR,ID,HRS1,HRS2,EVWORK,MARITAL,SIBS,CHILDS,AGE,PAEDUC,MAEDUC,SPEDUC,WORKHARD,OTHLANG
1973,399,19,-1,0,1,1,3,51,16,13,19,0,0
1973,422,28,-1,0,1,10,1,58,98,98,7,0,0
1973,547,40,-1,0,4,4,0,21,12,98,97,0,0
1973,584,-1,-1,1,2,0,2,74,14,12,97,0,0
1973,677,-1,-1,2,1,10,3,73,3,3,8,0,0
1973,700,40,-1,0,1,4,6,67,97,3,10,0,0
1973,780,-1,-1,1,4,9,8,42,97,97,97,0,0
1973,874,-1,-1,1,1,13,3,77,98,98,11,0,0
1973,996,20,-1,0,1,1,0,25,12,12,14,0,0
1973,1055,40,-1,0,1,6,2,65,97,8,13,0,0
1973,1073,40,-1,0,1,2,2,51,16,14,13,0,0
1973,1134,55,-1,0,1,4,2,35,8,10,12,0,0
1973,1165,-1,-1,2,1,1,3,43,12,12,20,0,0
1973,1174,40,-1,0,4,1,7,54,6,0,97,0,0
1973,1201,-1,-1,1,1,4,3,46,12,8,13,0,0
1973,1215,-1,-1,1,1,6,1,60,0,0,8,0,0
1973,1277,37,-1,0,1,4,6,49,8,8,3,0,0
1973,1299,-1,30,0,1,8,4,52,12,12,12,0,0
1973,1325,-1,-1,1,3,7,0,64,8,97,97,0,0
1973,1328,48,-1,0,1,4,3,34,8,12,16,0,0
1973,1400,40,-1,0,1,11,1,23,10,10,12,0,0
1973,1419,40,-1,0,4,8,3,37,4,10,97,0,0
1973,1431,-1,-1,1,1,4,1,34,13,13,15,0,0
1973,1433,35,-1,0,1,8,2,36,5,97,12,0,0
1973,1464,40,-1,0,1,7,2,25,4,4,4,0,0
1973,1484,-1,-1,1,1,6,5,26,0,0,11,0,0
1974,31,50,-1,0,1,10,2,51,0,10,12,0,0
1974,105,40,-1,0,3,8,1,34,3,11,97,0,0
1974,158,46,-1,0,1,8,6,51,97,5,13,0,0
1974,235,40,-1,0,1,7,4,34,10,12,12,0,0
1974,241,20,-1,0,1,4,0,23,8,10,13,0,0
1974,252,50,-1,0,1,3,1,36,97,12,14,0,0
1974,296,40,-1,0,1,0,1,42,12,12,14,0,0
1974,403,40,-1,0,1,8,8,37,98,15,11,0,0
1974,499,40,-1,0,1,1,1,23,8,9,14,0,0
1974,531,-1,-1,1,1,2,1,72,11,8,8,0,0
1974,532,-1,-1,1,2,1,5,38,14,12,97,0,0
1974,574,34,-1,0,1,4,1,56,5,8,16,0,0
1974,617,-1,-1,0,5,3,0,22,11,12,97,0,0
1974,669,40,-1,0,5,9,0,21,12,12,97,0,0
1974,737,-1,-1,0,3,7,0,31,97,6,97,0,0
1974,767,-1,-1,1,2,4,3,72,98,98,97,0,0
1974,813,-1,-1,2,1,7,4,52,98,98,9,0,0
1974,931,-1,-1,1,1,3,2,54,97,0,9,0,0
1974,965,48,-1,0,1,2,3,31,98,8,11,0,0
1974,1001,-1,40,0,1,12,7,50,0,8,12,0,0
1974,1173,13,-1,0,1,4,5,42,4,5,12,0,0
1974,1177,-1,-1,1,1,10,2,51,97,6,8,0,0
1974,1178,-1,-1,1,1,3,2,44,12,8,8,0,0
1974,1420,-1,-1,0,5,4,0,27,6,11,97,0,0
1974,1484,40,-1,0,5,5,1,23,8,8,97,0,0
1975,29,35,-1,0,1,0,3,37,20,16,12,0,0
1975,126,42,-1,0,5,3,0,25,8,10,97,0,0
1975,167,-1,-1,1,3,11,1,64,98,98,97,0,0
1975,382,-1,-1,2,1,12,6,41,1,5,4,0,0
1975,397,-1,-1,1,1,2,2,55,98,98,11,0,0
1975,421,-1,-1,1,1,3,3,70,8,8,12,0,0
1975,492,25,-1,0,5,2,0,19,12,12,97,0,0
1975,551,46,-1,0,1,3,2,40,5,8,12,0,0
1975,625,-1,-1,1,1,9,1,19,8,12,12,0,0
1975,683,89,-1,0,1,1,2,34,5,8,15,0,0
1975,730,-1,-1,1,1,7,4,66,17,12,13,0,0
1975,1017,40,-1,0,1,0,2,28,97,11,10,0,0
1975,1044,-1,-1,1,4,6,2,38,12,12,97,0,0
1975,1049,-1,-1,1,1,3,2,51,10,8,12,0,0
1975,1080,40,-1,0,1,0,3,33,97,12,12,0,0
1975,1150,-1,-1,0,1,0,0,27,14,12,12,0,0
1975,1185,-1,-1,0,5,4,0,19,8,11,97,0,0
1975,1211,26,-1,0,1,2,4,67,6,5,12,0,0
1975,1226,30,-1,0,1,2,2,51,98,98,13,0,0
1975,1267,40,-1,0,5,1,0,22,12,12,97,0,0
1975,1412,24,-1,0,1,1,1,32,9,16,17,0,0
1975,1510,-1,-1,0,3,3,0,33,98,98,97,0,0
1975,1629,-1,-1,1,1,4,4,70,13,12,12,0,0
1975,1701,-1,-1,1,1,5,1,30,16,14,12,0,0
1975,1734,35,-1,0,1,5,5,47,98,97,3,0,0
1976,5,30,-1,0,1,5,3,32,20,10,12,0,0
1976,39,55,-1,0,1,2,0,26,12,16,12,0,0
1976,221,45,-1,0,2,4,2,45,12,12,97,0,0
1976,228,40,-1,0,1,5,0,27,11,11,11,0,0
1976,309,-1,-1,1,1,4,2,62,98,98,8,0,0
1976,405,-1,-1,1,5,14,0,19,97,12,97,0,0
1976,408,24,-1,0,5,7,0,19,7,98,97,0,0
1976,425,40,-1,0,2,5,1,58,8,8,97,0,0
1976,456,-1,-1,1,1,7,0,47,98,98,9,0,0
1976,519,32,-1,0,1,1,2,33,12,12,13,0,0
1976,520,-1,-1,1,1,3,1,70,10,10,98,0,0
1976,593,-1,-1,1,3,2,1,29,12,8,97,0,0
1976,610,-1,-1,1,1,7,3,62,8,8,4,0,0
1976,636,-1,-1,1,1,6,3,36,98,98,12,0,0
1976,654,-1,-1,0,3,3,2,59,98,98,97,0,0
1976,732,40,-1,0,2,4,2,60,14,11,97,0,0
1976,1157,48,-1,0,1,4,4,36,98,98,12,0,0
1976,1193,-1,-1,0,4,6,3,31,97,8,97,0,0
1976,1235,38,-1,0,1,5,0,20,10,8,10,0,0
1976,1276,48,-1,0,3,5,0,62,8,7,97,0,0
1976,1435,-1,-1,2,1,5,3,29,12,11,10,0,0
1976,1445,20,-1,0,1,7,2,77,98,98,8,0,0
1976,1456,10,-1,0,1,5,2,72,8,8,13,0,0
1976,1463,-1,-1,1,2,5,5,81,12,8,97,0,0
1976,1512,40,-1,0,1,5,4,65,98,98,12,0,0
1976,1537,-1,-1,0,1,1,3,47,16,12,14,0,0
1976,1562,40,-1,0,2,3,2,61,7,7,97,0,0
1976,1588,-1,-1,2,4,3,1,25,12,10,97,0,0
1976,1635,40,-1,0,1,2,1,26,12,8,15,0,0
1976,1676,-1,-1,0,5,2,0,20,13,12,97,0,0
1976,1710,15,-1,0,1,6,3,33,98,11,10,0,0
1977,15,48,-1,0,5,2,9,23,10,11,97,0,0
1977,98,35,-1,0,1,4,1,63,12,98,7,0,0
1977,142,40,-1,0,5,3,0,27,98,98,97,0,0
1977,150,-1,-1,1,1,4,0,30,8,10,12,0,0
1977,174,-1,60,0,5,5,0,59,8,8,97,0,0
1977,229,-1,-1,1,2,12,1,65,6,8,97,0,0
1977,361,39,-1,0,1,8,0,36,9,11,12,0,0
1977,484,49,-1,0,1,6,0,20,97,98,10,0,0
1977,503,40,-1,0,5,1,0,24,10,16,97,0,0
1977,525,-1,-1,1,2,5,2,78,15,15,97,0,0
1977,571,50,-1,0,1,6,2,22,98,12,12,0,0
1977,673,-1,-1,1,1,4,3,59,6,15,12,0,0
1977,677,40,-1,0,2,11,3,62,8,8,97,0,0
1977,743,-1,-1,0,3,3,2,58,6,6,97,0,0
1977,754,40,-1,0,5,3,0,29,12,12,97,0,0
1977,758,10,-1,0,1,3,2,34,11,10,20,0,0
1977,807,40,-1,0,4,1,2,35,12,12,97,0,0
1977,938,50,-1,0,1,1,2,34,16,16,12,0,0
1977,959,40,-1,0,1,2,2,37,97,8,16,0,0
1977,968,40,-1,0,1,6,2,37,8,8,98,0,0
1977,990,46,-1,0,3,6,3,32,9,9,97,0,0
1977,1000,30,-1,0,5,2,0,28,20,16,97,0,0
1977,1044,40,-1,0,1,5,0,26,97,10,13,0,0
1977,1101,-1,-1,1,1,1,1,54,4,4,11,0,0
1977,1133,50,-1,0,1,3,0,24,98,12,12,0,0
1977,1160,39,-1,0,2,3,4,57,12,9,97,0,0
1977,1176,40,-1,0,5,5,0,23,98,98,97,0,0
1977,1224,46,-1,0,1,3,2,34,12,12,12,0,0
1977,1380,16,-1,0,1,14,3,43,98,98,3,0,0
1977,1385,41,-1,0,5,2,0,22,13,12,97,0,0
1977,1397,40,-1,0,1,2,7,63,12,8,18,0,0
1977,1415,20,-1,0,1,3,2,33,12,12,14,0,0
1977,1513,-1,40,0,4,7,7,52,0,0,97,0,0
1978,107,46,-1,0,1,1,2,49,97,6,16,0,0
1978,152,40,-1,0,1,3,1,60,6,6,12,0,0
1978,169,-1,-1,1,1,8,0,81,97,8,8,0,0
1978,239,40,-1,0,1,0,4,51,14,12,13,0,0
1978,287,44,-1,0,1,3,2,38,97,10,10,0,0
1978,470,-1,-1,1,2,8,3,65,8,12,97,0,0
1978,531,40,-1,0,5,2,0,25,17,12,97,0,0
1978,539,-1,-1,1,2,7,4,77,98,98,97,0,0
1978,639,-1,-1,1,2,4,2,76,97,98,97,0,0
1978,686,-1,-1,1,2,10,2,79,8,10,97,0,0
1978,719,45,-1,0,1,2,2,29,12,12,12,0,0
1978,730,42,-1,0,4,3,1,24,12,10,97,0,0
1978,851,40,-1,0,1,3,0,27,12,12,14,0,0
1978,941,45,-1,0,1,5,0,63,8,8,12,0,0
1978,955,-1,-1,1,2,2,0,75,16,12,97,0,0
1978,1041,40,-1,0,1,2,3,32,6,98,12,0,0
1978,1042,-1,-1,1,1,4,1,22,11,11,12,0,0
1978,1107,8,-1,0,1,2,2,31,12,12,15,0,0
1978,1110,-1,-1,1,1,2,3,62,98,98,8,0,0
1978,1135,-1,-1,2,1,5,2,24,6,0,11,0,0
1978,1169,-1,-1,1,1,3,1,20,8,11,11,0,0
1978,1287,41,-1,0,1,1,0,45,9,8,12,0,0
1978,1311,-1,-1,1,1,2,4,65,6,6,9,0,0
1978,1356,-1,-1,1,1,2,4,58,98,10,16,0,0
1980,11,-1,-1,1,1,3,1,74,98,12,8,0,0
1980,189,-1,-1,1,1,11,8,59,6,4,12,0,0
1980,227,-1,-1,1,2,6,2,67,2,8,97,0,0
1980,479,-1,40,0,1,3,2,58,2,3,12,0,0
1980,578,-1,-1,2,1,11,5,72,97,98,6,0,0
1980,631,41,-1,0,5,2,0,20,17,12,97,0,0
1980,679,-1,-1,1,2,2,3,74,8,8,97,0,0
1980,737,35,-1,0,1,2,0,36,11,11,14,0,0
1980,807,20,-1,0,5,1,0,23,16,12,97,0,0
1980,835,-1,-1,1,2,4,3,75,8,8,97,0,0
1980,871,-1,-1,0,1,9,1,20,9,8,11,0,0
1980,922,30,-1,0,3,13,3,32,97,10,97,0,0
1980,931,40,-1,0,5,8,1,19,97,12,97,0,0
1980,945,40,-1,0,1,1,2,22,14,12,12,0,0
1980,1016,44,-1,0,3,2,0,52,98,0,97,0,0
1980,1048,40,-1,0,1,1,2,60,7,7,10,0,0
1980,1052,28,-1,0,1,12,0,30,15,10,16,0,0
1980,1088,-1,-1,2,2,6,2,88,0,14,97,0,0
1980,1120,40,-1,0,5,4,0,23,16,12,97,0,0
1980,1160,-1,-1,1,2,8,0,83,98,98,97,0,0
1980,1331,45,-1,0,1,7,3,31,3,1,5,0,0
1980,1448,40,-1,0,1,8,4,39,98,98,9,0,0
1982,127,45,-1,0,5,1,0,33,98,8,97,0,0
1982,141,40,-1,0,1,6,3,45,8,8,12,0,0
1982,223,24,-1,0,1,2,0,26,9,14,12,0,0
1982,260,45,-1,0,5,1,0,19,14,12,97,0,0
1982,264,-1,-1,1,2,9,0,63,97,7,97,0,0
1982,454,-1,20,0,5,7,0,25,98,98,97,0,0
1982,481,-1,-1,1,1,3,3,87,97,97,1,0,0
1982,563,-1,-1,1,1,4,5,67,8,8,12,0,0
1982,662,-1,-1,1,2,6,6,80,8,8,97,0,0
1982,878,-1,-1,1,1,2,2,35,12,8,16,0,0
1982,1111,-1,-1,1,1,0,2,58,8,8,13,0,0
1982,1136,48,-1,0,1,4,1,28,97,6,12,0,0
1982,1216,15,-1,0,5,4,0,22,10,12,97,0,0
1982,1228,40,-1,0,1,4,4,56,8,8,14,0,0
1982,1334,-1,-1,2,2,15,8,65,97,98,97,0,0
1982,1372,-1,-1,2,2,6,6,74,98,98,97,0,0
1982,1450,-1,-1,2,3,6,2,56,98,98,97,0,0
1982,2042,-1,-1,1,2,1,3,59,6,5,97,0,0
1982,3042,-1,-1,1,3,8,4,43,98,98,97,0,0
1982,3056,-1,-1,1,3,11,1,60,97,8,97,0,0
1982,3074,35,-1,0,1,10,2,34,98,12,14,0,0
1982,3097,-1,-1,2,5,10,1,26,4,3,97,0,0
1982,3101,42,-1,0,1,6,3,40,3,12,12,0,0
1982,3168,-1,-1,1,3,0,2,41,98,98,97,0,0
1982,3211,-1,-1,0,1,1,1,27,97,12,12,0,0
1982,3217,-1,-1,1,1,0,2,63,98,98,12,0,0
1983,22,-1,-1,1,1,1,5,37,12,12,14,0,0
1983,32,35,-1,0,1,2,1,66,8,0,14,0,0
1983,87,-1,-1,1,5,1,1,26,12,13,97,0,0
1983,138,-1,-1,1,1,2,0,22,12,4,12,0,0
1983,203,65,-1,0,3,5,2,33,12,12,97,0,0
1983,220,-1,-1,0,5,4,0,24,12,12,97,0,0
1983,603,-1,-1,1,2,11,5,62,9,8,97,0,0
1983,611,-1,-1,1,1,20,0,68,9,9,98,0,0
1983,631,-1,-1,1,1,4,2,62,10,10,14,0,0
1983,727,8,-1,0,5,8,0,29,97,98,97,0,0
1983,840,40,-1,0,1,1,2,57,4,12,15,0,0
1983,868,32,-1,0,1,1,2,43,14,16,18,0,0
1983,909,-1,-1,1,3,17,3,39,0,2,97,0,0
1983,1061,-1,-1,1,1,0,8,71,3,3,5,0,0
1983,1116,40,-1,0,1,4,0,26,18,16,16,0,0
1983,1130,20,-1,0,3,4,4,53,6,7,97,0,0
1983,1341,40,-1,0,1,3,3,48,12,8,16,0,0
1983,1521,35,-1,0,5,2,0,19,14,12,97,0,0
1984,73,50,-1,0,3,3,0,28,12,19,97,0,0
1984,77,50,-1,0,1,4,1,27,11,12,13,0,0
1984,190,18,-1,0,1,2,2,60,8,12,16,0,0
1984,242,45,-1,0,3,11,1,47,11,9,97,0,0
1984,300,50,-1,0,1,2,2,60,14,14,12,0,0
1984,401,-1,-1,2,4,9,7,29,8,14,97,0,0
1984,450,40,-1,0,2,1,1,47,97,10,97,0,0
1984,680,-1,-1,1,1,0,2,59,98,98,16,0,0
1984,684,-1,-1,2,1,0,5,52,97,16,20,0,0
1984,783,40,-1,0,3,7,5,43,5,3,97,0,0
1984,800,-1,-1,1,2,7,8,68,11,12,97,0,0
1984,817,40,-1,0,1,3,0,40,6,6,12,0,0
1984,879,40,-1,0,1,7,0,25,20,14,14,0,0
1984,955,-1,-1,1,2,5,3,66,4,12,97,0,0
1984,1008,50,-1,0,3,1,2,34,14,12,97,0,0
1984,1049,56,-1,0,3,10,0,39,13,12,97,0,0
1984,1223,-1,-1,1,3,12,2,34,8,12,97,0,0
1984,1330,-1,-1,1,1,4,0,28,16,15,19,0,0
1984,1382,-1,-1,1,1,6,3,30,12,4,10,0,0
1984,1444,-1,-1,0,1,2,1,52,8,12,12,0,0
1985,21,-1,-1,1,1,4,2,28,9,11,12,0,0
1985,102,-1,-1,1,1,3,3,83,20,16,14,0,0
1985,109,45,-1,0,3,1,2,51,6,8,97,0,0
1985,145,40,-1,0,1,16,3,49,8,3,12,0,0
1985,189,-1,-1,1,1,2,2,27,12,10,12,0,0
1985,265,40,-1,0,5,4,0,28,12,12,97,0,0
1985,343,9,-1,0,5,1,0,62,8,14,97,0,0
1985,401,-1,-1,1,5,1,0,23,16,14,97,0,0
1985,473,20,-1,0,3,6,0,26,7,9,97,0,0
1985,601,47,-1,0,5,2,0,20,12,13,97,0,0
1985,672,-1,-1,1,5,3,1,21,12,12,97,0,0
1985,677,-1,-1,1,1,12,4,66,6,8,10,0,0
1985,687,60,-1,0,1,2,0,27,13,10,14,0,0
1985,701,40,-1,0,3,5,0,42,10,12,97,0,0
1985,703,42,-1,0,3,3,4,51,97,12,97,0,0
1985,717,42,-1,0,4,9,2,30,10,12,97,0,0
1985,840,37,-1,0,5,3,0,24,12,10,97,0,0
1985,868,40,-1,0,1,8,2,53,6,10,11,0,0
1985,905,40,-1,0,5,2,0,26,12,12,97,0,0
1985,920,-1,-1,1,2,4,0,74,12,8,97,0,0
1985,1077,40,-1,0,5,5,0,19,97,13,97,0,0
1985,1237,40,-1,0,1,6,4,35,8,8,14,0,0
1985,1309,-1,-1,2,1,2,1,52,4,5,6,0,0
1986,134,55,-1,0,1,3,3,43,14,12,14,1,0
1986,184,38,-1,0,1,2,0,37,12,12,13,0,0
1986,235,-1,-1,2,1,4,4,75,8,98,13,0,0
1986,277,35,-1,0,1,1,1,53,97,98,16,2,0
1986,321,-1,24,0,1,0,3,62,8,8,16,0,0
1986,399,-1,-1,1,2,1,5,64,13,12,97,4,0
1986,454,-1,-1,1,1,0,2,35,16,16,16,0,0
1986,555,48,-1,0,3,5,1,56,98,8,97,0,0
1986,572,40,-1,0,1,3,0,36,20,8,15,3,0
1986,594,-1,-1,1,2,3,1,85,97,98,97,4,0
1986,974,-1,-1,0,1,1,3,44,8,12,13,4,0
1986,982,35,-1,0,1,2,4,51,97,14,18,1,0
1986,984,30,-1,0,5,2,1,28,16,16,97,5,0
1986,1140,35,-1,0,1,6,1,25,8,12,12,4,0
1986,1144,38,-1,0,3,3,2,60,98,12,97,0,0
1986,1238,-1,-1,1,1,6,0,81,8,8,14,0,0
1986,1239,-1,-1,1,1,8,0,65,98,98,12,0,0
1986,1283,-1,-1,1,2,8,7,65,98,6,97,0,0
1986,1292,-1,-1,2,5,12,3,30,97,12,97,1,0
1986,1326,85,-1,0,1,1,2,25,16,12,12,0,0
1986,1336,50,-1,0,3,7,2,42,8,7,97,3,0
1986,1371,-1,-1,2,1,1,3,32,12,12,8,3,0
1986,1395,-1,-1,1,1,0,2,34,98,98,10,0,0
1986,1418,30,-1,0,2,1,1,35,14,98,97,0,0
1987,77,40,-1,0,1,5,4,56,8,13,8,3,0
1987,286,-1,-1,1,5,1,2,24,97,12,97,3,0
1987,305,-1,-1,1,1,2,4,69,6,0,12,3,0
1987,308,48,-1,0,3,0,0,34,16,10,97,2,0
1987,416,16,-1,0,1,3,2,34,20,16,16,3,0
1987,428,12,-1,0,5,3,0,59,8,8,97,2,0
1987,433,55,-1,0,1,3,4,54,11,12,12,1,0
1987,469,-1,-1,1,2,4,4,66,4,4,97,3,0
1987,528,-1,-1,1,2,4,0,79,8,8,97,2,0
1987,673,40,-1,0,1,1,0,19,11,12,15,3,0
1987,753,48,-1,0,1,12,2,52,97,9,14,3,0
1987,774,-1,-1,1,1,2,3,63,8,12,13,3,0
1987,874,-1,-1,1,2,2,2,67,97,98,97,3,0
1987,984,-1,-1,1,3,9,2,71,12,9,97,2,0
1987,1014,-1,-1,1,1,0,3,65,12,12,10,2,0
1987,1129,53,-1,0,1,4,2,33,12,16,16,3,0
1987,1134,-1,-1,1,1,5,7,51,8,6,8,4,0
1987,1338,30,-1,0,1,4,1,42,7,6,10,3,0
1987,1409,35,-1,0,1,5,4,46,5,5,14,4,0
1987,1419,-1,-1,1,1,1,2,72,16,16,12,2,0
1987,2132,40,-1,0,1,9,2,43,9,12,16,2,0
1987,2142,40,-1,0,5,1,1,27,97,12,97,3,0
1987,2160,40,-1,0,2,9,2,45,10,10,97,4,0
1987,2174,-1,-1,1,2,7,0,69,12,98,97,4,0
1987,2208,25,-1,0,2,6,3,34,7,7,97,3,0
1987,2285,40,-1,0,5,3,0,23,97,12,97,3,0
1987,2321,-1,-1,1,2,6,7,89,98,98,97,9,0
1987,2336,-1,-1,1,2,5,1,86,97,0,97,2,0
1987,2343,-1,-1,1,5,10,1,45,97,97,97,3,0
1988,59,40,-1,0,5,0,0,41,8,12,97,3,0
1988,70,-1,-1,0,1,6,0,29,12,12,14,0,0
1988,96,46,-1,0,1,1,0,28,18,14,16,3,0
1988,148,-1,-1,1,2,4,3,59,11,11,97,2,0
1988,311,-1,-1,1,5,3,0,77,8,8,97,0,0
1988,396,40,-1,0,3,1,0,30,12,12,97,4,0
1988,501,45,-1,0,3,6,5,40,12,12,97,3,0
1988,545,30,-1,0,1,2,1,36,12,12,13,0,0
1988,632,50,-1,0,1,9,2,40,3,0,12,3,0
1988,645,40,-1,0,3,6,0,55,12,98,97,1,0
1988,665,65,-1,0,1,3,1,36,16,16,16,4,0
1988,754,-1,-1,1,2,1,2,71,8,9,97,3,0
1988,1039,40,-1,0,5,9,0,33,6,12,97,0,0
1988,1153,55,-1,0,1,2,3,38,97,12,20,0,0
1988,1193,-1,-1,1,1,2,6,83,16,8,12,3,0
1988,1208,-1,-1,1,1,4,4,76,98,98,8,1,0
1988,1308,20,-1,0,1,3,1,25,12,8,12,2,0
1988,1325,40,-1,0,1,4,2,25,0,4,12,1,0
1988,1389,50,-1,0,1,3,1,19,12,11,12,0,0
1988,1445,40,-1,0,4,16,4,46,10,6,97,0,0
1989,20,40,-1,0,3,1,2,42,12,12,97,2,0
1989,152,-1,-1,1,1,1,2,60,4,8,11,9,0
1989,163,-1,-1,1,3,7,0,44,12,10,97,2,0
1989,217,-1,-1,1,5,0,8,41,5,5,97,0,0
1989,328,40,-1,0,5,6,0,27,97,12,97,0,0
1989,438,23,-1,0,5,4,1,50,12,12,97,3,0
1989,517,60,-1,0,5,8,0,25,15,15,97,2,0
1989,518,42,-1,0,5,6,0,31,14,15,97,3,0
1989,674,40,-1,0,4,10,3,60,3,6,97,4,0
1989,738,20,-1,0,1,1,2,33,3,12,12,3,0
1989,802,39,-1,0,4,8,6,40,2,4,97,0,0
1989,980,-1,-1,1,3,1,0,73,98,16,97,0,0
1989,1052,50,-1,0,3,2,1,41,20,12,97,0,0
1989,1092,-1,-1,2,1,3,5,26,12,10,12,3,0
1989,1224,-1,-1,1,1,5,1,58,6,8,16,3,0
1989,1249,-1,-1,1,1,5,3,50,97,12,13,3,0
1989,1371,-1,-1,1,1,4,0,50,12,12,16,0,0
1989,1507,21,-1,0,1,7,1,30,8,8,12,0,0
1989,1534,40,-1,0,3,2,1,26,8,97,97,0,0
1990,4,45,-1,0,5,1,0,39,98,12,97,0,0
1990,16,-1,-1,1,5,13,2,28,12,13,97,3,0
1990,20,35,-1,0,1,1,2,50,12,12,13,2,0
1990,116,48,-1,0,1,12,2,29,97,6,98,4,0
1990,180,-1,-1,1,1,4,0,79,98,98,98,0,0
1990,193,-1,-1,0,1,5,3,50,97,3,12,5,0
1990,269,40,-1,0,5,1,0,28,16,14,97,2,0
1990,398,40,-1,0,4,2,5,41,4,4,97,3,0
1990,450,20,-1,0,3,0,4,67,8,8,97,2,0
1990,691,82,-1,0,3,2,1,40,12,14,97,9,0
1990,767,40,-1,0,2,4,5,63,7,5,97,0,0
1990,888,-1,-1,1,1,1,2,34,14,14,15,4,0
1990,907,-1,-1,1,1,4,0,39,14,12,12,3,0
1990,1002,40,-1,0,1,4,1,32,98,97,12,2,0
1990,1052,25,-1,0,1,5,2,29,12,12,12,3,0
1990,1062,16,-1,0,5,4,0,32,12,12,97,0,0
1990,1077,50,-1,0,5,2,0,27,14,16,97,0,0
1990,1152,-1,-1,0,1,7,0,45,8,8,14,3,0
1990,1161,40,-1,0,1,1,3,50,12,12,16,3,0
1990,1308,-1,-1,1,2,12,6,64,98,98,97,1,0
1991,97,40,-1,0,1,4,3,38,12,2,16,5,0
1991,235,-1,-1,1,5,6,4,68,8,8,97,3,0
1991,261,50,-1,0,1,3,0,53,7,12,16,1,0
1991,322,-1,-1,1,2,4,2,74,8,8,97,1,0
1991,336,-1,-1,2,1,9,0,74,8,12,8,2,0
1991,372,-1,-1,1,5,3,0,72,98,12,97,3,0
1991,425,-1,-1,1,4,5,3,31,14,14,97,0,0
1991,656,42,-1,0,4,2,2,30,12,12,97,1,0
1991,663,30,-1,0,1,2,4,52,97,12,9,0,0
1991,676,50,-1,0,1,0,2,47,97,15,16,1,0
1991,855,-1,-1,1,3,2,1,42,12,9,97,0,0
1991,953,-1,-1,1,1,9,3,49,9,9,16,0,0
1991,982,-1,-1,1,1,3,2,82,97,8,13,0,0
1991,1040,-1,-1,2,1,5,2,28,3,5,11,2,0
1991,1114,-1,-1,1,1,6,5,81,97,98,8,4,0
1991,1198,65,-1,0,1,4,3,53,6,8,12,4,0
1991,1316,40,-1,0,1,1,2,41,15,12,15,2,0
1991,1319,32,-1,0,3,5,2,32,8,8,97,0,0
1991,1377,18,-1,0,1,7,3,30,98,98,12,2,0
1991,1400,39,-1,0,1,1,2,32,12,12,17,4,0
1991,1441,50,-1,0,1,1,0,43,97,14,20,3,0
1991,1482,-1,-1,1,2,2,3,82,97,98,97,0,0
1991,1512,40,-1,0,1,6,0,35,10,12,12,0,0
1993,282,40,-1,0,1,8,2,41,97,98,15,0,0
1993,407,-1,-1,2,5,5,1,19,97,8,97,0,0
1993,410,35,-1,0,1,99,3,53,8,12,15,4,0
1993,463,-1,-1,1,3,5,4,72,98,98,97,3,0
1993,482,60,-1,0,5,1,0,46,12,8,97,0,0
1993,484,36,-1,0,5,1,0,36,20,16,97,0,0
1993,497,-1,-1,1,1,6,1,61,8,8,8,0,0
1993,544,-1,-1,1,1,12,3,30,0,7,11,3,0
1993,576,-1,-1,1,1,1,3,70,12,12,12,2,0
